iter	Logloss
407	0.2615489326
408	0.2613639917
409	0.2611695959
410	0.2610214349
411	0.2607038834
412	0.2604074323
413	0.2602747376
414	0.2599506071
415	0.2595832466
416	0.259365168
417	0.2590837467
418	0.2588901883
419	0.2587602283
420	0.2586389142
421	0.2584036007
422	0.2581688454
423	0.2575996516
424	0.2570556502
425	0.2567862407
426	0.2564813531
427	0.2561967925
428	0.2556100751
429	0.2553561825
430	0.2551244059
431	0.2548867523
432	0.2546086527
433	0.254381717
434	0.2539209279
435	0.2536616731
436	0.2533866389
437	0.2530972293
438	0.252824765
439	0.2525461131
440	0.2523330752
441	0.2522221247
442	0.2520002386
443	0.2518947924
444	0.2517953792
445	0.2514568811
446	0.2512651349
447	0.2510151387
448	0.2508934886
449	0.2506580635
450	0.2504505316
451	0.2501586806
452	0.2498879631
453	0.2497900261
454	0.2495526139
455	0.2493516929
456	0.2491644661
457	0.2487597336
458	0.2485476658
459	0.2483778455
460	0.2481104549
461	0.2476287854
462	0.2474129325
463	0.2472140627
464	0.2469527519
465	0.2466424367
466	0.2464176547
467	0.2461209275
468	0.2458871148
469	0.2456794979
470	0.2453963906
471	0.2451685499
472	0.2449499768
473	0.2447218634
474	0.2444285831
475	0.2441893038
476	0.2440214952
477	0.2439034567
478	0.2436867255
479	0.2434383798
480	0.2432279204
481	0.2429891756
482	0.2428410203
483	0.2425967971
484	0.242432115
485	0.2421818112
486	0.2419829515
487	0.2417927836
488	0.2415879276
489	0.2413804267
490	0.2411394989
491	0.2410385802
492	0.2407926619
493	0.2405922427
494	0.2403546027
495	0.240262049
496	0.2399998815
497	0.2397839795
498	0.2396770923
499	0.2395154891
500	0.2393992386
501	0.2391604246
502	0.2390679762
503	0.2388522852
504	0.2383680492
505	0.238217942
506	0.2380189018
507	0.2378355009
508	0.2375662733
509	0.2373660441
510	0.2371388546
511	0.2370103358
512	0.236835364
513	0.236649193
514	0.2363912302
515	0.2361076235
516	0.2358092295
517	0.2355895414
518	0.235502006
519	0.2352359135
520	0.2350155511
521	0.2348204026
522	0.2347035704
523	0.2345211317
524	0.2343314601
525	0.2341287553
526	0.2340406426
527	0.2337698181
528	0.2335789631
529	0.2333647259
530	0.2331761249
531	0.2329721856
532	0.2327564017
533	0.2325869787
534	0.2323043821
535	0.2320273463
536	0.231873785
537	0.2317949531
538	0.2316771607
539	0.2315848566
540	0.2314445451
541	0.2313021102
542	0.2311077212
543	0.2309149142
544	0.2308275084
545	0.2307265151
546	0.2305502309
547	0.2303007373
548	0.2300842475
549	0.2298260313
550	0.2295761857
551	0.2293774209
552	0.2292938448
553	0.2290896088
554	0.2290129396
555	0.2287940797
556	0.2286990013
557	0.2284771554
558	0.2283013081
559	0.2280808513
560	0.2278973961
561	0.2277602547
562	0.2276693421
563	0.2274930895
564	0.2272992267
565	0.2270916071
566	0.2268650332
567	0.2267569827
568	0.2266821179
569	0.2266022793
570	0.2263906875
571	0.2262531335
572	0.2261796819
573	0.2259339803
574	0.2257415073
575	0.2255960385
576	0.2253930682
577	0.2252694268
578	0.2250593434
579	0.2249004767
580	0.2247596793
581	0.2245782749
582	0.224492999
583	0.2243020337
584	0.2241910602
585	0.2241216261
586	0.224051084
587	0.2238957869
588	0.2237041961
589	0.2234810759
590	0.2233565707
591	0.2231551974
592	0.2230875374
593	0.2228721097
594	0.2227744486
595	0.2227065535
596	0.2225278808
597	0.2223351424
598	0.222152621
599	0.2220737141
600	0.2219225657
601	0.221794375
602	0.2215990195
603	0.2214817465
604	0.2212634664
605	0.2210859497
606	0.2209856233
607	0.2207727089
608	0.2207014128
609	0.2205651158
610	0.2204973046
611	0.2203863968
612	0.2201539008
613	0.2199361485
614	0.2197736409
615	0.2196743775
616	0.2196101203
617	0.2194581707
618	0.2193843967
619	0.2191707596
620	0.2189653493
621	0.2189022417
622	0.2186460699
623	0.2184827893
624	0.2183593192
625	0.2182920347
626	0.2180900493
627	0.2179974626
628	0.2178185326
629	0.2177473307
630	0.2175771423
631	0.2174204001
632	0.2172156435
633	0.2170459627
634	0.216904414
635	0.2168414407
636	0.2166696216
637	0.2166068697
638	0.2164078926
639	0.2162449017
640	0.216056885
641	0.2158326484
642	0.2156390737
643	0.2155629478
644	0.2155009773
645	0.2154078878
646	0.2152028836
647	0.2150458587
648	0.2148308897
649	0.2146708948
650	0.2146106118
651	0.2144307004
652	0.2140362166
653	0.2139734404
654	0.2138221008
655	0.2137639251
656	0.213628595
657	0.2135321384
658	0.213390461
659	0.2132036198
660	0.2131456283
661	0.2129791976
662	0.2128297675
663	0.2127167081
664	0.2126454106
665	0.2125617434
666	0.2123471618
667	0.2122205057
668	0.2120659468
669	0.2120059872
670	0.2118788662
671	0.2117196166
672	0.2115702419
673	0.2114291721
674	0.2112518969
675	0.2111564144
676	0.2110124101
677	0.2109520567
678	0.2108247147
679	0.2107710667
680	0.2106177876
681	0.2104719275
682	0.2104036257
683	0.2102515487
684	0.2101668842
685	0.2100120773
686	0.2098396012
687	0.2097714165
688	0.2097037327
689	0.2095851097
690	0.2095127467
691	0.2093339827
692	0.2091817649
693	0.2090018529
694	0.2088398213
695	0.2086832863
696	0.2085334989
697	0.2084775513
698	0.2083264294
699	0.2081726294
700	0.2080206808
701	0.2078560899
702	0.2077964703
703	0.2077322099
704	0.2075906981
705	0.2074736472
706	0.2073188259
707	0.2071774088
708	0.207014848
709	0.2069605828
710	0.2068004501
711	0.2067238788
712	0.2065265117
713	0.2063162488
714	0.2061992901
715	0.2060102894
716	0.2058394369
717	0.2056605715
718	0.2056045344
719	0.2055063514
720	0.2053298761
721	0.205137139
722	0.2049690894
723	0.204913358
724	0.2047568277
725	0.2046988913
726	0.2046337323
727	0.2044376658
728	0.2043829629
729	0.2043287125
730	0.2041320489
731	0.2040321453
732	0.2038748014
733	0.2038207686
734	0.2036739775
735	0.2035426304
736	0.2034756642
737	0.2034205586
738	0.2033429454
739	0.203136492
740	0.2029821562
741	0.2028132435
742	0.2027613416
743	0.2027090289
744	0.2025010549
745	0.2023420992
746	0.2022501623
747	0.2020971334
748	0.2019604082
749	0.2017699166
750	0.2017040913
751	0.201653492
752	0.2014816085
753	0.2013246364
754	0.2011539203
755	0.2011036178
756	0.2010368796
757	0.2009846519
758	0.2008928084
759	0.2006981657
760	0.2006265379
761	0.2005447159
762	0.2003967992
763	0.2003467912
764	0.2002970904
765	0.2001685221
766	0.200011208
767	0.1998571962
768	0.1997236391
769	0.1995982516
770	0.1994405538
771	0.1992428512
772	0.1991921623
773	0.1990248535
774	0.1989038729
775	0.1987685294
776	0.19858621
777	0.1984660669
778	0.1983361135
779	0.1982757433
780	0.1982244485
781	0.1981259014
782	0.1979627645
783	0.1978983567
784	0.1978281168
785	0.1976959373
786	0.1976392912
787	0.1974989504
788	0.1973350176
789	0.1972844832
790	0.1971932575
791	0.197119916
792	0.1969241851
793	0.1968751865
794	0.1967181797
795	0.1966709831
796	0.1965238682
797	0.19640887
798	0.1962767732
799	0.1961362047
800	0.1960429203
801	0.1958987499
802	0.1957918904
803	0.1957419615
804	0.1956198427
805	0.1955677901
806	0.1954970784
807	0.1953129796
808	0.1952670319
809	0.1952081536
810	0.1951073169
811	0.1950514935
812	0.1949122676
813	0.1947662626
814	0.1945963806
815	0.194445379
816	0.1943261646
817	0.1941884439
818	0.1940353017
819	0.1939568009
820	0.1938538935
821	0.1937704255
822	0.1937242043
823	0.1936765473
824	0.1936287797
825	0.1935721634
826	0.1933487518
827	0.1933011235
828	0.1931256491
829	0.1930911591
830	0.1929861814
831	0.1928192719
832	0.1927747309
833	0.1926475908
834	0.1925043171
835	0.1924401512
836	0.1922869076
837	0.1921706701
838	0.1920145343
839	0.1919124418
840	0.191864908
841	0.191660841
842	0.1915014081
843	0.1914681321
844	0.1914347223
845	0.1913274719
846	0.1912530108
847	0.1910982252
848	0.1909742353
849	0.1908340658
850	0.190787485
851	0.1906340917
852	0.190588078
853	0.1904598658
854	0.1903953106
855	0.1902493114
856	0.1901029713
857	0.1899810819
858	0.1899146368
859	0.1898704801
860	0.1897656345
861	0.189732562
862	0.1895997837
863	0.1894532628
864	0.1894212204
865	0.1893459235
866	0.1893024528
867	0.1892438615
868	0.1891200641
869	0.189064032
870	0.1889505151
871	0.1888342411
872	0.1888024114
873	0.1887101353
874	0.1886402982
875	0.1885958266
876	0.1885514232
877	0.1884020419
878	0.1882533224
879	0.1881170312
880	0.1880861153
881	0.1879983166
882	0.1879410485
883	0.1878599341
884	0.1877962644
885	0.187752386
886	0.1876177637
887	0.1874993456
888	0.1873651211
889	0.1873214764
890	0.18729015
891	0.1871900493
892	0.1871045626
893	0.1870743727
894	0.1870296482
895	0.1869875249
896	0.1868594194
897	0.186701976
898	0.1866312806
899	0.1865254146
900	0.1864401804
901	0.1863824973
902	0.1863522238
903	0.1863078928
904	0.1861568062
905	0.1860832401
906	0.1860313109
907	0.1859203047
908	0.1858685064
909	0.1857391021
910	0.1856384224
911	0.1855403135
912	0.1854606231
913	0.1853037263
914	0.1852608124
915	0.1851361363
916	0.1849996185
917	0.1849706989
918	0.1848146706
919	0.1847715693
920	0.1847290757
921	0.1846998143
922	0.1846288524
923	0.1845995514
924	0.1845582026
925	0.1844461293
926	0.1843448172
927	0.1842094308
928	0.1840980911
929	0.1839863532
930	0.183944399
931	0.1838434843
932	0.1837609007
933	0.1836325068
934	0.1835891869
935	0.183451822
936	0.1834027996
937	0.18333731
938	0.1832959673
939	0.1832533709
940	0.1831063787
941	0.1830560928
942	0.1829400051
943	0.1828493717
944	0.1827909712
945	0.182602329
946	0.1825604488
947	0.1824388391
948	0.182409781
949	0.1823690752
950	0.1822469556
951	0.1821235448
952	0.1820413706
953	0.1820022204
954	0.1818773509
955	0.181778376
956	0.1817229023
957	0.1816935508
958	0.1815558449
959	0.1814261251
960	0.1813851376
961	0.1813339389
962	0.1812147903
963	0.1810726275
964	0.181043604
965	0.1809403603
966	0.1807852905
967	0.1806839583
968	0.180579748
969	0.1804352732
970	0.1803574755
971	0.1802082027
972	0.1801494535
973	0.1800204344
974	0.1799792993
975	0.1799246224
976	0.179884195
977	0.1797471977
978	0.1797060366
979	0.1796149618
980	0.1794816278
981	0.1794007107
982	0.1793337039
983	0.1792104651
984	0.1791814727
985	0.1791248821
986	0.1790098558
987	0.1789695213
988	0.1789081558
989	0.178835823
990	0.1787965804
991	0.1786801178
992	0.1785396731
993	0.1784278035
994	0.178388652
995	0.178270437
996	0.1781900746
997	0.1780620075
998	0.1779505248
999	0.1779123071
